Clause,Section Title,Category,Classification,Explanation
"Bei Beendigung des Arbeitsverhältnisses sind sämtliche die betreffenden Unterlagen, auch etwaige private Notizen über Erzeugnisse, deren Vertrieb usw. zurückzugeben. Der/Die Beschäftigte verzichtet auf irgendwelche Zurückbehaltungsrechte.",10. Zurückbehaltungsrecht,Sonstiges,0,
"Solange das Arbeitsverhältnis besteht, ist jede Wettbewerbstätigkeit untersagt. Auf Erwerb gerichtete Nebentätigkeiten sind der Personalleitung anzuzeigen. Bei auf Erwerb gerichteten Nebentätigkeiten, die zu einer Beeinträchtigung der Arbeitsleistung des/der Beschäftigten führen oder sonstige Interessen der berühren können, behält sich die vor, die Nebentätigkeit zu untersagen. Veröffentlichungen und Vorträge bedürfen der vorherigen Zustimmung der Unternehmensleitung, sofern durch jene die Interessen der berührt werden können. Dies gilt ebenso für die Beteiligung an anderen Gesellschaften oder für die Mitwirkung in deren Organen.",11. Nebentätigkeit,Vertragsstrafe/Wettbewerbsverbot,0,
"An Erfindungen und Verbesserungen aller Art ist die interessiert. Es gelten hierfür die gesetzlichen Bestimmungen für Arbeitnehmererfindungen. Danach kann die alle von dem/der Angestellten während der Dauer des Vertrages gemachten Erfindungen in Anspruch nehmen, die auf den betrieblichen Arbeiten, Erfahrungen oder Anregungen des/der Angestellten beruhen.",12. Diensterfindungen,Sonstiges,0,
"Der/Die Beschäftigte ist damit einverstanden, dass personenbezogene Daten in Zusammenhang mit dem Arbeitsverhältnis im Sinne des Bundesdatenschutzgesetzes von der gespeichert und verarbeitet werden können. Änderungen persönlicher Daten, die für das Arbeitsverhältnis von Bedeutung sein können, insbesondere Änderungen der Anschrift und des Familienstandes, die Beantragung oder Anerkennung der Schwerbehinderteneigenschaft, eine Schwangerschaft sind unverzüglich mitzuteilen.",13. Personaldaten,Sonstiges,0,
"Das Arbeitsverhältnis wird auf unbestimmte Dauer abgeschlossen. Bis zum letzten Tag der Probezeit kann beiderseits mit Monatsfrist gekündigt werden. Eine ordentliche Kündigung vor Arbeitsantritt ist ausgeschlossen. Nach Ablauf der Probezeit kann das Arbeitsverhältnis mit einer Frist von 2 Monaten zum Monatsende schriftlich gekündigt werden. Das Arbeitsverhältnis endet ohne Kündigung mit Ablauf des Monats, in dem der/die Beschäftigte die Altersgrenze für eine ungekürzte Altersrente in der gesetzlichen Rentenversicherung (derzeit § 35 SGB VI) erreicht hat, oder in dem Zeitpunkt, ab dem der/die Beschäftigte eine Altersrente, gleich aus welchem Rechtsgrund, bezieht. Die vorstehenden Sätze berühren nicht das Recht zur ordentlichen Kündigung des Vertrages. Das Arbeitsverhältnis ruht während des Bezugs von Arbeitslosengeld sowie ab dem Zeitpunkt, in dem der/die Beschäftigte der Bescheid eines Rentenversicherungsträgers über eine Rente auf Zeit wegen vollständiger Erwerbsminderung zugeht und eine Weiterbeschäftigung des/der Beschäftigten, ggf. auf einem anderen geeigneten freien Arbeitsplatz und/oder mit verringerter Arbeitszeit nicht möglich ist. Die Möglichkeit das Arbeitsverhältnis im Rahmen der gesetzlichen und tarifvertraglichen Bestimmungen zu kündigen, wird hierdurch nicht ausgeschlossen. Der/die Beschäftigte hat den Arbeitgeber unverzüglich über den Zugang eines Rentenbescheids oder den Bezug von Arbeitslosengeld zu unterrichten.",14. Beendigung des Arbeitsverhältnisses,Kündigung/Beendigung,0,mehr als gesetzliche Regelung möglich
"Sollte eine der vorstehenden Bestimmungen nichtig sein oder werden, so wird dadurch die Gültigkeit des Vertrages im Übrigen nicht berührt.",15. Teilnichtigkeit,Sonstiges,0,salvatorisch Klausel
"Soweit und solange die tarifgebunden ist, finden auf das Arbeitsverhältnis die für den Betrieb räumlich und fachlich geltenden Tarifverträge in der jeweils gültigen Fassung Anwendung, soweit im Einzelfall nicht ausdrücklich etwas anderes zwischen der und der/dem Beschäftigten vereinbart worden ist. Der/Die Beschäftigte versichert, dass er/sie den Anforderungen des Arbeitsplatzes gesundheitlich voll gewachsen ist. Der/Die Beschäftigte bestätigt, dass ihm/ihr ein von beiden Vertragspartnern unterzeichnetes Exemplar dieses Vertrages ausgehändigt worden ist. Änderungen und Ergänzungen dieses Vertrages bedürfen der Schriftform. Erfüllungsort und Gerichtsstand ist",16. Sonstige Vereinbarungen,Sonstiges,0,
"Der Arbeitnehmer wird beim Arbeitgeber in den Unternehmensbereichen EDVund Messebau angestellt. Zu den Aufgaben des Arbeitnehmers gehören z.B. für den Bereich „EDV und Messebau"":",1.1. Aufgaben,Leistungen,0,
Außerdem übernimmt der Mitarbeiter weitere betrieblich erforderliche Tätigkeiten entsprechend dem jeweiligen Bedarf und seinen Qualifikationen.,1.2. Aufgaben,Leistungen,0,
Die Aufgaben erfordern unter anderem die Bereitschaft zur Reisetätigkeit. Der Arbeitgeber erwartet vom Arbeitnehmer die für eine Tätigkeit dieser Art notwendige zeitliche und persönliche Flexibilität.,1.3. Aufgaben,Leistungen,0,
"Für alle Arbeitsergebnisse aus der Tätigkeit des Mitarbeiters für die Firma, räumt der Mitarbeiter der Firma das ausschließliche, zeitliche, inhaltliche und örtlich uneingeschränkte Nutzungsrecht ein. Das gilt auch für die Zeit nach Beendigung des Arbeitsverhältnisses.",10.1. Arbeitsergebnisse,Leistungen,0,
Für die Behandlung von Diensterfindungen gelten die jeweiligen gesetzlichen Vorschriften. Im Übrigen ist die Nutzung der Arbeitsergebnisse des Mitarbeiters mit dem Entgelt abgegolten.,10.2. Arbeitsergebnisse,Sonstiges,0,
"Sofern eine Probezeit vereinbart ist, kann das Arbeitsverhältnis während dieser Zeit jeweils zum Monatsende mit einer Frist von einem Monat schriftlich gekündigt werden.",11.1. Kündigung,Kündigung/Beendigung,0,mehr als gesetzliche Regelung möglich
Nach Ablauf der Probezeit gelten die gesetzlichen Kündigungsfristen.,11.2. Kündigung,Kündigung/Beendigung,0,
Der Arbeitgeber kann den Arbeitnehmer im Falle der Kündigung des Arbeitsverhältnisses von der Dienstleistung unter Fortzahlung der regelmäßigen monatlichen Bezüge und unter Anrechnung von Urlaub und zusätzlicher Freizeit freistellen.,11.3. Kündigung,Kündigung/Beendigung,0,
Dem Arbeitnehmer ist es nicht gestattet einer angestellten oder selbständigen Nebenbeschäftigung nach zu gehen. Bei Anfrage kann im Einzelfall anders entschieden werden,12 Nebenbeschäftigung,Vertragsstrafe/Wettbewerbsverbot,1,generelles Verbot einer Nebenbeschäftigung unwirksam
"Zur Erfüllung seiner Aufgaben wird dem Arbeitnehmer ein Handy zur Verfügung gestellt, diese hat er auch zu verwenden. Private Handynummern werden nicht an Kunden weiter gegeben",13 Sonstiges,Durchführung,0,
"Änderungen und Ergänzungen dieses Vertrages bedürfen der Schriftform. Sofern eine Bestimmung der Vereinbarungen aus Rechtsgründen nichtig ist, wird die Wirksamkeit der übrigen Bestimmungen hierdurch nicht berührt. Anstelle der nichtigen Bestimmung tritt die entsprechende, ihrem wirtschaftlichen Zweck am nächsten kommende zulässige Regelung. Besondere Vereinbarungen werden ausschließlich schriftlich getroffen.",14 Weitere Bestimmungen,Sonstiges,0,"Hier ok, bei späterem Abschluss nur noch Textform"
"Dienstorte sind der Hauptsitz der . Der Dienstort richtet sich nach Art der Tätigkeit. Der Arbeitgeber ist berechtigt, den Dienstort ohne Zustimmung des Arbeitnehmers zu verlegen.",2.1. Arbeitszeiten und Dienstort,Durchführung,0,
"Die regelmäßige wöchentliche Mindestwochenarbeitszeit beträgt 40 Stunden bei einer 6 Tage Woche. Die Mindestwochenarbeitszeit kann auch an 5 Arbeitstagen erbracht werden. Die individuelle Ausgestaltung der Tagesstunden richtet sich nach den betrieblichen Erfordernissen und betriebsinternen Regelung. Faktoren, die die individuelle Arbeitszeit beeinflussen können, sind: Installations-, Montage und Schulungstermine, Messen, Ausstellungen und anderen Veranstaltungen, Abbau von Mehrarbeitszeiten und Urlaubsplanung, Persönliche und private Erfordernisse",2.2. Arbeitszeiten und Dienstort,Leistungen,0,
Das Arbeitsverhältnis beginnt am 01.02.2012 und wird auf unbestimmte Zeit geschlossen.,3.1. Dauer des Beschäftigungsverhältnisses,Durchführung,0,
Es gilt eine Probezeit von 6 Monaten als vereinbart.,3.2. Dauer des Beschäftigungsverhältnisses,Kündigung/Beendigung,0,
Das Arbeitsverhältnis endet automatisch mit dem Erreichen der Altersgrenze der gesetzlichen Rentenversicherung.,3.3. Dauer des Beschäftigungsverhältnisses,Kündigung/Beendigung,0,
"Für seine Tätigkeit erhält der Arbeitnehmer eine Vergütung von 2.350,00 Euro brutto als vereinbart. Zusätzlich erhält der Arbeitnehmer ein Betriebsfahrzeug gestellt, das auch privat genutzt werden kann. Die zur Verfügung Stellung einer Betriebsfahrzeuges, beinhaltet alle Fahrzeug relevanten Kosten. Der Steuerliche Privatanteil wird mittels Fahrtenbuch ermittelt. Überstunden, Mehrarbeitstage, arbeiten an Sonn und Feiertagen sind mit dem oben genannten Brutto und dem zur Verfügung gestelltem Betriebsfahrzeug abgegolten. Das Gehalt wird bis spätestens zum 3. Tag des Folgemonats auf ein vom Arbeitnehmer angegebenes inländisches Konto überwiesen.",4. Vergütung,Leistungen,0.5,pauschale Abgeltung von Überstunden ohne Höchstgrenze ist unzulässig
Der Arbeitgeber ersetzt anfallende Reisekosten auf schriftliche Abrechnung des Arbeitnehmers nach Genehmigung. Andere betriebliche Auslagen des Mitarbeiters werden bei Vorlage buchhalterisch ordnungsgemäßer Belege nach Genehmigung durch den Vorgesetzten erstattet.,5. Ersatz von Reisekosten und Auslagen,Sonstiges,0,
Der Arbeitnehmer hat pro Kalenderjahr Anspruch auf 25 gesetzlich bestimme bezahlte Urlaubstage bei einer 6 Tage Woche. Im Ein- bzw. Austrittsjahr beträgt der Anspruch auf Urlaub je Beschäftigungsmonat den zwölften Anteil des Jahresanspruchs. Nicht in Anspruch genommene Urlaubstage verfallen am 20. Januar des drauffolgenden Kalenderjahres.,6. Urlaub,Urlaub,0.5,Übertragung von Urlaub bis 31.03. möglich. Bräuchte aber Begründung
Für den Fall unverschuldeter Arbeitsverhinderung durch Krankheit oder Unfall zahlt der Arbeitgeber in den ersten sechs Wochen weiter das feste Gehalt nach § 4.,7.1. Entgeltfortzahlung im Krankheitsfall,Krankheit,0,
Eine Arbeitsverhinderung ist dem Arbeitgeber unverzüglich mitzuteilen. Dabei sind der Grund der Arbeitsverhinderung und ihre voraussichtliche Dauer anzugeben.,7.2. Entgeltfortzahlung im Krankheitsfall,Krankheit,0.5,Genauer Grund für Abwesenheit (Diagnose/Erkrankung) muss dem AG nicht mitgeteilt werden
"Im Krankheitsfall ist außerdem vor Ablauf des dritten Kalendertages nach Beginn der Krankheit eine Arbeitsunfähigkeitsbescheinigung des behandelnden Arztes nachzureichen. Der Vorgesetzte kann bei überdurchschnittlicher Krankheitshäufigkeit oder anderen rechtfertigenden Umständen, die Vorlage einer Arbeitsunfähigkeitsbescheinigung schon vor Ablauf des ersten Kalendertages verlangen.",7.3. Entgeltfortzahlung im Krankheitsfall,Krankheit,0,
"Es kann aus in der Person des Arbeitnehmer liegenden oder aus betrieblichen Gründen notwendig werden, dem Angestellten eine andere Aufgabe zu übermitteln. Der Mitarbeiter erklärt sich deshalb bereit, auf Wunsch des Arbeitgebers eine andere Tätigkeit unter Fortzahlung seines jeweiligen Gehaltes zu übernehmen.",8 Übernahme anderer Aufgaben,Leistungen,0,
"Die in Zusammenhang mit seiner Tätigkeit erworbenen speziellen oder schon vorhanden Kenntnissen und Erfahrungen sowie alle sonstigen ihrer Natur nach vertraulichen Betriebs- und Geschäftsvorgängen wird der Mitarbeiter ihrem Charakter entsprechend behandeln, nur im Sinne des Unternehmens verwerten und nicht unbefugten mitteilen. Dies gilt auch gegenüber Mitarbeitern, die für ihre dienstliche Tätigkeit derartige Mitteilungen nicht benötigen.",9.1. Verschwiegenheit,Vertragsstrafe/Wettbewerbsverbot,1,schon vorhandene Kenntinisse sind keine Betriebsgeheimnisse
Die Verpflichtung zur Geheimhaltung besteht auch nach dem Ausscheiden des Mitarbeiters aus dem Unternehmen.,9.2. Verschwiegenheit,Vertragsstrafe/Wettbewerbsverbot,0,
"Alle dienstlichen Tätigkeiten betreffenden Aufzeichnungen, Abschriften, Geschäftsunterlagen, Ablichtungen, Datenträger usw. dienstlicher oder geschäftlicher Vorgänge, die dem Mitarbeiter überlassen oder von dem Mitarbeiter angefertigt werden, bleiben Eigentum von Firma und sind spätestens beim Ausscheiden - bei Verlangen auch jederzeit vorher zurückzugeben.",9.3. Verschwiegenheit,Vertragsstrafe/Wettbewerbsverbot,0,
Die Verpflichtung der Geheimhaltung besteht zu jedem außerhalb der sowie auch zu stillen Mitgesellschaftern. Ausgenommen sind die Positionen der Geschäftsführer.,9.4. Verschwiegenheit,Vertragsstrafe/Wettbewerbsverbot,0,
"Der Arbeitnehmer wird beim Arbeitgeber in den Unternehmensbereichen EDV und Messebau angestellt. Zu den Aufgaben des Arbeitnehmers gehören z.B. für den Bereich „EDV und Messebau"" :",1.1 Aufgaben,Leistungen,0,
Außerdem übernimmt der Mitarbeiter weitere betrieblich erforderliche Tätigkeiten entsprechend dem jeweiligen Bedarf und seinen Qualifikationen.,1.2 Aufgaben,Leistungen,0,
Die Aufgaben erfordern unter anderem die Bereitschaft zur Reisetätigkeit. Der Arbeitgeber erwartet vom Arbeitnehmer die für eine Tätigkeit dieser Art notwendige zeitliche und persönliche Flexibilität.,1.3 Aufgaben,Leistungen,0,
"Für alle Arbeitsergebnisse aus der Tätigkeit des Mitarbeiters für die Firma, räumt der Mitarbeiter der Firma das ausschließliche, zeitliche, inhaltliche und örtlich uneingeschränkte Nutzungsrecht ein. Das gilt auch für die Zeit nach Beendigung des Arbeitsverhältnisses.",10.1 Arbeitsergebnisse,Leistungen,0,
Für die Behandlung von Diensterfindungen gelten die jeweiligen gesetzlichen Vorschriften. Im Übrigen ist die Nutzung der Arbeitsergebnisse des Mitarbeiters mit dem Entgelt abgegolten.,10.2 Arbeitsergebnisse,Sonstiges,0,
"Sofern eine Probezeit vereinbart ist, kann das Arbeitsverhältnis während dieser Zeit jeweils zum Monatsende mit einer Frist von einem Monat schriftlich gekündigt werden.",11.1 Kündigung,Kündigung/Beendigung,0.5,mehr als gesetzliche Regelung möglich
Nach Ablauf der Probezeit gelten die gesetzlichen Kündigungsfristen.,11.2 Kündigung,Kündigung/Beendigung,0,
Der Arbeitgeber kann den Arbeitnehmer im Falle der Kündigung des Arbeitsverhältnisses von der Dienstleistung unter Fortzahlung der regelmäßigen monatlichen Bezüge und unter Anrechnung von Urlaub und zusätzlicher Freizeit freistellen.,11.3 Kündigung,Kündigung/Beendigung,0,
Dem Arbeitnehmer ist es nicht gestattet einer angestellten oder selbständigen Nebenbeschäftigung nach zu gehen Bei Anfrage kann im Einzelfall anders entschieden werden.,12 Nebenbeschäftigung,Vertragsstrafe/Wettbewerbsverbot,1,generelles Verbot einer Nebenbeschöftigung unwirksam
"Zur Erfüllung seiner Aufgaben wird dem Arbeitnehmer ein Handy zur Verfügung gestellt, diese hat er auch zu verwenden. Private Handynummern werden nicht an Kunden weiter gegeben",13 Sonstiges,Durchführung,0,
"Änderungen und Ergänzungen dieses Vertrages bedürfen der Schriftform. Sofern eine Bestimmung der Vereinbarungen aus Rechtsgründen nichtig ist, wird die Wirksamkeit der übrigen Bestimmungen hierdurch nicht berührt. Anstelle der nichtigen Bestimmung tritt die entsprechende, ihrem wirtschaftlichen Zweck am nächsten kommende zulässige Regelung. Besondere Vereinbarungen werden ausschließlich schriftlich getroffen.",14 Weitere Bestimmungen,Sonstiges,0,"Hier ok, bei späterem Abschluss nur noch Textform"
"Dienstorte sind der Hauptsitz der. Der Dienstort richtet sich nach Art der Tätigkeit. Der Arbeitgeber ist berechtigt, den Dienstort ohne Zustimmung des Arbeitnehmers zu verlegen.",2.1 Arbeitszeiten und Dienstort,Leistungen,0,
"Die regelmäßige wöchentliche Mindestwochenarbeitszeit beträgt 40 Stunden bei einer 6 Tage Woche. Die Mindestwochenarbeitszeit kann auch an 5 Arbeitstagen erbracht werden. Die individuelle Ausgestaltung der Tagesstunden richtet sich nach den betrieblichen Erfordernissen und betriebsinternen Regelung. Faktoren, die die individuelle Arbeitszeit beeinflussen können, sind: Installations-, Montage und Schulungstermine, Messen, Ausstellungen und anderen Veranstaltungen, Abbau von Mehrarbeitszeiten und Urlaubsplanung, Persönliche und private Erfordernisse",2.2 Arbeitszeiten und Dienstort,Leistungen,0,
Das Arbeitsverhältnis beginnt am 01 .02.2012 und wird auf unbestimmte Zeit geschlossen.,3.1 Dauer des Beschäftigungsverhältnisses ,Durchführung,0,
Es gilt eine Probezeit von 6 Monaten als vereinbart.,3.2 Dauer des Beschäftigungsverhältnisses,Kündigung/Beendigung,0,
Das Arbeitsverhältnis endet automatisch mit dem Erreichen der Altersgrenze der gesetzlichen Rentenversicherung.,3.3 Dauer des Beschäftigungsverhältnisses,Kündigung/Beendigung,0,
"Für seine Tätigkeit erhält der Arbeitnehmer eine Vergütung von 2.350,00 Euro brutto als vereinbart. Zusätzlich erhält der Arbeitnehmer ein Betriebsfahrzeug gestellt, das auch privat genutzt werden kann. Die zur Verfügung Stellung einer Betriebsfahrzeuges, beinhaltet alle Fahrzeug relevanten Kosten. Der Steuerliche Privatanteil wird mittels Fahrtenbuch ermittelt. Überstunden, Mehrarbeitstage, arbeiten an Sonn und Feiertagen sind mit dem oben genannten Brutto und dem zur Verfügung gestelltem Betriebsfahrzeug abgegolten. Das Gehalt wird bis spätestens zum 3. Tag des Folgemonats auf ein vom Arbeitnehmer angegebenes inländisches Konto überwiesen.",4 Vergütung,Leistungen,0.5,pauschale Abgeltung von Überstunden ohne Höchstgrenze ist unzulässig
Der Arbeitgeber ersetzt anfallende Reisekosten auf schriftliche Abrechnung des Arbeitnehmers nach Genehmigung. Andere betriebliche Auslagen des Mitarbeiters werden bei Vorlage buchhalterisch ordnungsgemäßer Belege nach Genehmigung durch den Vorgesetzten erstattet.,5 Ersatz von Reisekosten und Auslagen,Sonstiges,0,
Der Arbeitnehmer hat pro Kalenderjahr Anspruch auf 25 gesetzlich bestimme bezahlte Urlaubstage bei einer 6 Tage Woche. Im Ein- bzw. Austrittsjahr beträgt der Anspruch auf Urlaub je Beschäftigungsmonat den zwölften Anteil des Jahresanspruchs. Nicht in Anspruch genommene Urlaubstage verfallen am 20. Januar des drauffolgenden Kalenderjahres,6 Urlaub,Urlaub,0.5,"Übertragung von Urlaub bis 31.03. möglich, sofern begründbar"
